2|24|24
3|48|72
4|48|120
5|48|168
6|48|216
7|72|288
8|72|360
9|72|432
10|72|504
11|72|576
12|72|648
13|72|720
14|72|792
15|72|864
16|92|956
17|112|1068
18|132|1200
19|152|1352
20|172|1524
21|192|1716
22|212|1928
23|214|2142
24|216|2358
25|218|2576
26|220|2796
27|223|3019
28|226|3245
29|229|3474
30|232|3706
31|242|3948
32|252|4200
33|262|4462
34|272|4734
35|282|5016
36|292|5308
37|302|5610
38|352|5962
39|402|6364
40|452|6816
41|502|7318
42|552|7870
43|752|8622
44|952|9574
45|1152|10726
46|1352|12078
47|1552|13630
48|1752|15382
49|2152|17534
50|2552|20086
51|2952|23038
52|3352|26390
53|3752|30142
54|4252|34394
55|4752|39146
56|5252|44398
57|5752|50150
58|6252|56402
59|6752|63154
60|7252|70406
61|7752|78158
62|8252|86410
63|8752|95162
64|9352|104514
65|9952|114466
66|10552|125018
67|11152|136170
68|11752|147922
69|12352|160274
70|12952|173226
71|13552|186778
72|14152|200930
73|14752|215682
74|15352|231034
75|15952|246986
76|16552|263538
77|17152|280690
78|17752|298442
79|18352|316794
80|18952|335746
81|19552|355298
82|20152|375450
83|20752|396202
84|21352|417554
85|21952|439506
86|22552|462058
87|23152|485210
88|23752|508962
89|24352|533314
90|24952|558266
91|25552|583818
92|26152|609970
93|26752|636722
94|27352|664074
95|27952|692026
96|28552|720578
97|29152|749730
98|29752|779482
99|30352|809834
100|30952|840786
101|31552|872338
102|32152|904490
103|32752|937242
104|33352|970594
105|33952|1004546
106|34552|1039098
107|35152|1074250
108|35752|1110002
109|36352|1146354
110|36952|1183306
111|37552|1220858
112|38152|1259010
113|38752|1297762
114|39352|1337114
115|39952|1377066
116|40552|1417618
117|41152|1458770
118|41752|1500522
119|42352|1542874
120|42952|1585826
121|43552|1629378
122|44152|1673530
123|44752|1718282
124|45352|1763634
125|45952|1809586
126|46552|1856138
127|47152|1903290
128|47752|1951042
129|48352|1999394
130|48952|2048346
131|49552|2097898
132|50152|2148050
133|50752|2198802
134|51352|2250154
135|51952|2302106
136|52552|2354658
137|53152|2407810
138|53752|2461562
139|54352|2515914
140|54952|2570866
141|55552|2626418
142|56152|2682570
143|56752|2739322
144|57352|2796674
145|57952|2854626
146|58552|2913178
147|59152|2972330
148|59752|3032082
149|60352|3092434
150|60952|3153386
151|61552|3214938
152|62152|3277090
153|62752|3339842
154|63352|3403194
155|63952|3467146
156|64552|3531698
157|65152|3596850
158|65752|3662602
159|66352|3728954
160|66952|3795906
161|67552|3863458
162|68152|3931610
163|68752|4000362
164|69352|4069714
165|69952|4139666
166|70552|4210218
167|71152|4281370
168|71752|4353122
169|72352|4425474
170|72952|4498426
171|73552|4571978
172|74152|4646130
173|74752|4720882
174|75352|4796234
175|75952|4872186
176|76552|4948738
177|77152|5025890
178|77752|5103642
179|78352|5181994
180|78952|5260946
181|79552|5340498
182|80152|5420650
183|80752|5501402
184|81352|5582754
185|81952|5664706
186|82552|5747258
187|83152|5830410
188|83752|5914162
189|84352|5998514
190|84952|6083466
191|85552|6169018
192|86152|6255170
193|86752|6341922
194|87352|6429274
195|87952|6517226
196|88552|6605778
197|89152|6694930
198|89752|6784682
199|90352|6875034
200|90952|6965986
201|91552|7057538
202|92152|7149690
203|92752|7242442
204|93352|7335794
205|93952|7429746
206|94552|7524298
207|95152|7619450
208|95752|7715202
209|96352|7811554
210|96952|7908506
211|97552|8006058
212|98152|8104210
213|98752|8202962
214|99352|8302314
215|99952|8402266
216|100552|8502818
217|101152|8603970
218|101752|8705722
219|102352|8808074
220|102952|8911026
221|103552|9014578
222|104152|9118730
223|104752|9223482
224|105352|9328834
225|105952|9434786
226|106552|9541338
227|107152|9648490
228|107752|9756242
229|108352|9864594
230|108952|9973546
231|109552|10083098
232|110152|10193250
233|110752|10304002
234|111352|10415354
235|111952|10527306
236|112552|10639858
237|113152|10753010
238|113752|10866762
239|114352|10981114
240|114952|11096066
241|115552|11211618
242|116152|11327770
243|116752|11444522
244|117352|11561874
245|117952|11679826
246|118552|11798378
247|119152|11917530
248|119752|12037282
249|120352|12157634
250|120952|12278586
251|121552|12400138
252|122152|12522290
253|122752|12645042
254|123352|12768394
255|123952|12892346
256|124552|13016898
257|125152|13142050
258|125752|13267802
259|126352|13394154
260|126952|13521106
261|127552|13648658
262|128152|13776810
263|128752|13905562
264|129352|14034914
265|129952|14164866
266|130552|14295418
267|131152|14426570
268|131752|14558322
269|132352|14690674
270|132952|14823626
271|133552|14957178
272|134152|15091330
273|134752|15226082
274|135352|15361434
275|135952|15497386
276|136552|15633938
277|137152|15771090
278|137752|15908842
279|138352|16047194
280|138952|16186146
