2|240|240
3|240|480
4|240|720
5|240|960
6|240|1200
7|240|1440
8|240|1680
9|240|1920
10|240|2160
11|240|2400
12|360|2760
13|360|3120
14|360|3480
15|360|3840
16|460|4300
17|560|4860
18|660|5520
19|760|6280
20|860|7140
21|960|8100
22|1060|9160
23|1160|10320
24|1260|11580
25|1360|12940
26|1460|14400
27|1560|15960
28|1660|17620
29|1760|19380
30|1860|21240
31|1960|23200
32|2260|25460
33|2560|28020
34|2860|30880
35|3160|34040
36|3460|37500
37|3760|41260
38|4760|46020
39|5760|51780
40|6760|58540
41|7760|66300
42|8760|75060
43|9760|84820
44|10760|95580
45|11860|107440
46|12960|120400
47|14060|134460
48|15160|149620
49|16260|165880
50|17360|183240
51|18460|201700
52|19560|221260
53|20660|241920
54|21470|263390
55|22270|285660
56|23070|308730
57|23870|332600
58|24670|357270
59|25470|382740
60|26270|409010
61|27070|436080
62|27870|463950
63|28670|492620
64|29470|522090
65|30270|552360
66|31070|583430
67|31870|615300
68|32670|647970
69|33470|681440
70|34270|715710
71|35070|750780
72|35870|786650
73|36670|823320
74|37470|860790
75|38270|899060
76|39070|938130
77|39870|978000
78|40670|1018670
79|41470|1060140
80|42270|1102410
81|43070|1145480
82|43870|1189350
83|44670|1234020
84|45470|1279490
85|46270|1325760
86|47070|1372830
87|47870|1420700
88|48670|1469370
89|49470|1518840
90|50270|1569110
91|51070|1620180
92|51870|1672050
93|52670|1724720
94|53470|1778190
95|54270|1832460
96|55070|1887530
97|55870|1943400
98|56670|2000070
99|57470|2057540
100|58270|2115810
101|59070|2174880
102|59870|2234750
103|60670|2295420
104|61470|2356890
105|62270|2419160
106|63070|2482230
107|63870|2546100
108|64670|2610770
109|65470|2676240
110|66270|2742510
111|67070|2809580
112|67870|2877450
113|68670|2946120
114|69470|3015590
115|70270|3085860
116|71070|3156930
117|71870|3228800
118|72670|3301470
119|73470|3374940
120|74270|3449210
121|75070|3524280
122|75870|3600150
123|76670|3676820
124|77470|3754290
125|78270|3832560
126|79070|3911630
127|79870|3991500
128|80670|4072170
129|81470|4153640
130|82270|4235910
131|83070|4318980
132|83870|4402850
133|84670|4487520
134|85470|4572990
135|86270|4659260
136|87070|4746330
137|87870|4834200
138|88670|4922870
139|89470|5012340
140|90270|5102610
141|91070|5193680
142|91870|5285550
143|92670|5378220
144|93470|5471690
145|94270|5565960
146|95070|5661030
147|95870|5756900
148|96670|5853570
149|97470|5951040
150|98270|6049310
151|99070|6148380
152|99870|6248250
153|100670|6348920
154|101470|6450390
155|102270|6552660
156|103070|6655730
157|103870|6759600
158|104670|6864270
159|105470|6969740
160|106270|7076010
161|107070|7183080
162|107870|7290950
163|108670|7399620
164|109470|7509090
165|110270|7619360
166|111070|7730430
167|111870|7842300
168|112670|7954970
169|113470|8068440
170|114270|8182710
171|115070|8297780
172|115870|8413650
173|116670|8530320
174|117470|8647790
175|118270|8766060
176|119070|8885130
177|119870|9005000
178|120670|9125670
179|121470|9247140
180|122270|9369410
181|123070|9492480
182|123870|9616350
183|124670|9741020
184|125470|9866490
185|126270|9992760
186|127070|10119830
187|127870|10247700
188|128670|10376370
189|129470|10505840
190|130270|10636110
191|131070|10767180
192|131870|10899050
193|132670|11031720
194|133470|11165190
195|134270|11299460
196|135070|11434530
197|135870|11570400
198|136670|11707070
199|137470|11844540
200|138270|11982810
201|139070|12121880
202|139870|12261750
203|140670|12402420
204|141470|12543890
205|142270|12686160
206|143070|12829230
207|143870|12973100
208|144670|13117770
209|145470|13263240
210|146270|13409510
211|147070|13556580
212|147870|13704450
213|148670|13853120
214|149470|14002590
215|150270|14152860
216|151070|14303930
217|151870|14455800
218|152670|14608470
219|153470|14761940
220|154270|14916210
221|155070|15071280
222|155870|15227150
223|156670|15383820
224|157470|15541290
225|158270|15699560
226|159070|15858630
227|159870|16018500
228|160670|16179170
229|161470|16340640
230|162270|16502910
231|163070|16665980
232|163870|16829850
233|164670|16994520
234|165470|17159990
235|166270|17326260
236|167070|17493330
237|167870|17661200
238|168670|17829870
239|169470|17999340
240|170270|18169610
241|171070|18340680
242|171870|18512550
243|172670|18685220
244|173470|18858690
245|174270|19032960
246|175070|19208030
247|175870|19383900
248|176670|19560570
249|177470|19738040
250|178270|19916310
251|179070|20095380
252|179870|20275250
253|180670|20455920
254|181470|20637390
255|182270|20819660
256|183070|21002730
257|183870|21186600
258|184670|21371270
259|185470|21556740
260|186270|21743010
261|187070|21930080
262|187870|22117950
263|188670|22306620
264|189470|22496090
265|190270|22686360
266|191070|22877430
267|191870|23069300
268|192670|23261970
269|193470|23455440
270|194270|23649710
271|195070|23844780
272|195870|24040650
273|196670|24237320
274|197470|24434790
275|198270|24633060
276|199070|24832130
277|199870|25032000
278|200670|25232670
279|201470|25434140
280|202270|25636410
